r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,   -7.1783555661040639       ,   -9.9476676373640878     
   4.0000000000000001E-002  ,   -7.1042176201696661       ,   -9.8209777443753694     
   5.9999999999999998E-002  ,   -6.9823304196844047       ,   -9.6133124566169474     
   8.0000000000000002E-002  ,   -6.8151678651387586       ,   -9.3297905542457187     
  0.10000000000000001       ,   -6.6061140279013113       ,   -8.9773658719906191     
  0.12000000000000001       ,   -6.3593859302123308       ,   -8.5646230797187464     
  0.13999999999999999       ,   -6.0799373122933158       ,   -8.1015265680835284     
  0.16000000000000000       ,   -5.7733455888666070       ,   -7.5991304899030920     
  0.17999999999999999       ,   -5.4456845934169475       ,   -7.0692592211987053     
  0.19999999999999998       ,   -5.1033860504045387       ,   -6.5241684057775791     
  0.22000000000000000       ,   -4.7530929952506957       ,   -5.9761973045076688     
  0.23999999999999999       ,   -4.4015085721133351       ,   -5.4374233676547803     
  0.26000000000000001       ,   -4.0552437742042597       ,   -4.9193297810711334     
  0.28000000000000003       ,   -3.7206677459536768       ,   -4.4324962125790277     
  0.30000000000000004       ,   -3.4037642374583226       ,   -3.9863221238941180     
  0.32000000000000001       ,   -3.1099976877928115       ,   -3.5887908477794475     
  0.34000000000000002       ,   -2.8441922151757590       ,   -3.2462812021167533     
  0.36000000000000004       ,   -2.6104265108675322       ,   -2.9634317733698774     
  0.38000000000000000       ,   -2.4119472742927988       ,   -2.7430612096194631     
  0.40000000000000002       ,   -2.2511033955621076       ,   -2.5861459809594312     
  0.42000000000000004       ,   -2.1293025967354557       ,   -2.4918551581582364     
  0.44000000000000000       ,   -2.0469916952388485       ,   -2.4576398949436391     
  0.46000000000000002       ,   -2.0036610640986918       ,   -2.4793735388212199     
  0.48000000000000004       ,   -1.9978732480186574       ,   -2.5515366993960722     
  0.50000000000000000       ,   -2.0273150670860569       ,   -2.6674402247234341     
  0.52000000000000002       ,   -2.0888719173603318       ,   -2.8194779200076816     
  0.54000000000000004       ,   -2.1787223766779986       ,   -2.9994000239769032     
  0.56000000000000005       ,   -2.2924506617475493       ,   -3.1985979605334856     
  0.58000000000000007       ,   -2.4251739756944852       ,   -3.4083907192142631     
  0.59999999999999998       ,   -2.5716813494452855       ,   -3.6203033879929780     
  0.62000000000000000       ,   -2.7265802300874062       ,   -3.8263288545762735     
  0.64000000000000001       ,   -2.8844468170528019       ,   -4.0191644848208847     
  0.66000000000000003       ,   -3.0399760026590772       ,   -4.1924166461253671     
  0.68000000000000005       ,   -3.1881267443677093       ,   -4.3407672274868618     
  0.70000000000000007       ,   -3.3242587860235684       ,   -4.4600977668371948     
  0.72000000000000008       ,   -3.4442568547807113       ,   -4.5475683752631877     
  0.73999999999999999       ,   -3.5446387861941071       ,   -4.6016502883291839     
  0.76000000000000001       ,   -3.6226444651608043       ,   -4.6221125172609527     
  0.78000000000000003       ,   -3.6763030044922349       ,   -4.6099646584697895     
  0.80000000000000004       ,   -3.7044762019298445       ,   -4.5673593931175018     
  0.82000000000000006       ,   -3.7068770033224077       ,   -4.4974595185447104     
  0.84000000000000008       ,   -3.6840624347614090       ,   -4.4042754566502174     
  0.85999999999999999       ,   -3.6374012279379322       ,   -4.2924800453199277     
  0.88000000000000000       ,   -3.5690171276237534       ,   -4.1672080118936048     
