       Q,      F(Q)_RMC,  F(Q)_Expt
      0.5049998 ,      -3.4209752 ,      -2.5920080
      0.5149998 ,      -3.6411253 ,      -2.9732725
      0.5249998 ,      -3.7637317 ,      -3.2658873
      0.5349998 ,      -3.7828619 ,      -3.4629724
      0.5449998 ,      -3.6995814 ,      -3.5637766
      0.5549998 ,      -3.5217283 ,      -3.5734677
      0.5649998 ,      -3.2632567 ,      -3.5025555
      0.5749997 ,      -2.9432030 ,      -3.3659964
      0.5849997 ,      -2.5843265 ,      -3.1820370
      0.5949997 ,      -2.2115680 ,      -2.9708987
      0.6049997 ,      -1.8503628 ,      -2.7533659
      0.6149997 ,      -1.5249657 ,      -2.5493890
      0.6249997 ,      -1.2568760 ,      -2.3767865
      0.6349997 ,      -1.0634659 ,      -2.2501259
      0.6449997 ,      -0.9568953 ,      -2.1798552
      0.6549997 ,      -0.9433804 ,      -2.1717321
      0.6649997 ,      -1.0228565 ,      -2.2265824
      0.6749997 ,      -1.1890531 ,      -2.3403963
      0.6849996 ,      -1.4299674 ,      -2.5047458
      0.6949996 ,      -1.7287182 ,      -2.7074997
      0.7049996 ,      -2.0646837 ,      -2.9337574
      0.7149996 ,      -2.4148941 ,      -3.1669684
      0.7249996 ,      -2.7555550 ,      -3.3901352
      0.7349996 ,      -3.0636153 ,      -3.5870279
      0.7449996 ,      -3.3182760 ,      -3.7433275
      0.7549996 ,      -3.5023452 ,      -3.8476229
      0.7649996 ,      -3.6033532 ,      -3.8921968
      0.7749996 ,      -3.6143582 ,      -3.8735505
      0.7849995 ,      -3.5343934 ,      -3.7926367
      0.7949995 ,      -3.3685240 ,      -3.6547816
      0.8049995 ,      -3.1275243 ,      -3.4693179
      0.8149995 ,      -2.8271822 ,      -3.2489388
      0.8249995 ,      -2.4872858 ,      -3.0088292
      0.8349995 ,      -2.1303529 ,      -2.7656282
      0.8449995 ,      -1.7801865 ,      -2.5362949
      0.8549995 ,      -1.4603449 ,      -2.3369502
      0.8649995 ,      -1.1926236 ,      -2.1817735
      0.8749995 ,      -0.9956442 ,      -2.0820245
      0.8849995 ,      -0.8836370 ,      -2.0452560
      0.8949994 ,      -0.8654921 ,      -2.0747653
      0.9049994 ,      -0.9441397 ,      -2.1693259
      0.9149994 ,      -1.1162968 ,      -2.3232078
      0.9249994 ,      -1.3725912 ,      -2.5264925
      0.9349994 ,      -1.6980620 ,      -2.7656583
      0.9449994 ,      -2.0730003 ,      -3.0243997
      0.9549994 ,      -2.4740814 ,      -3.2846277
      0.9649994 ,      -2.8757179 ,      -3.5275878
      0.9749994 ,      -3.2515530 ,      -3.7350249
      0.9849994 ,      -3.5760034 ,      -3.8903207
      0.9949993 ,      -3.8257581 ,      -3.9795333
      1.0049990 ,      -3.9811537 ,      -3.9922768
      1.0149990 ,      -4.0273323 ,      -3.9223750
      1.0249990 ,      -3.9551019 ,      -3.7682647
      1.0349990 ,      -3.7615057 ,      -3.5331197
      1.0449990 ,      -3.4500065 ,      -3.2246824
      1.0549990 ,      -3.0303116 ,      -2.8548229
      1.0649990 ,      -2.5178436 ,      -2.4388511
      1.0749990 ,      -1.9328944 ,      -1.9946276
      1.0849990 ,      -1.2995126 ,      -1.5415287
      1.0949990 ,      -0.6441943 ,      -1.0993306
      1.1049990 ,       0.0055457 ,      -0.6870831
      1.1149990 ,       0.6226367 ,      -0.3220394
      1.1249990 ,       1.1818649 ,      -0.0187094
      1.1349990 ,       1.6611555 ,       0.2119093
      1.1449990 ,       2.0426533 ,       0.3628768
      1.1549990 ,       2.3135432 ,       0.4316044
      1.1649990 ,       2.4665706 ,       0.4198815
      1.1749990 ,       2.5002394 ,       0.3336389
      1.1849990 ,       2.4186837 ,       0.1824697
      1.1949990 ,       2.2312311 ,      -0.0210593
      1.2049990 ,       1.9516924 ,      -0.2622578
      1.2149990 ,       1.5974276 ,      -0.5252669
      1.2249990 ,       1.1882499 ,      -0.7940578
      1.2349990 ,       0.7452392 ,      -1.0534091
      1.2449990 ,       0.2895371 ,      -1.2898030
      1.2549990 ,      -0.1588033 ,      -1.4921846
      1.2649990 ,      -0.5818473 ,      -1.6525396
      1.2749990 ,      -0.9646297 ,      -1.7662587
      1.2849990 ,      -1.2957847 ,      -1.8322692
      1.2949990 ,      -1.5679253 ,      -1.8529332
      1.3049990 ,      -1.7777597 ,      -1.8337233
      1.3149990 ,      -1.9259512 ,      -1.7827035
      1.3249990 ,      -2.0167403 ,      -1.7098545
      1.3349990 ,      -2.0573672 ,      -1.6262918
      1.3449990 ,      -2.0573392 ,      -1.5434314
      1.3549990 ,      -2.0276002 ,      -1.4721600
      1.3649990 ,      -1.9796607 ,      -1.4220665
      1.3749990 ,      -1.9247479 ,      -1.4007838
      1.3849990 ,      -1.8730334 ,      -1.4134854
      1.3949990 ,      -1.8329867 ,      -1.4625665
      1.4049990 ,      -1.8108927 ,      -1.5475284
      1.4149990 ,      -1.8105598 ,      -1.6650711
      1.4249990 ,      -1.8332301 ,      -1.8093827
      1.4349990 ,      -1.8776888 ,      -1.9726039
      1.4449990 ,      -1.9405573 ,      -2.1454308
      1.4549990 ,      -2.0167381 ,      -2.3178129
      1.4649990 ,      -2.0999754 ,      -2.4796959
      1.4749990 ,      -2.1834821 ,      -2.6217551
      1.4849990 ,      -2.2605839 ,      -2.7360690
      1.4949990 ,      -2.3253301 ,      -2.8166843
      1.5049990 ,      -2.3730223 ,      -2.8600328
      1.5149990 ,      -2.4006228 ,      -2.8651715
      1.5249990 ,      -2.4070100 ,      -2.8338285
      1.5349990 ,      -2.3930623 ,      -2.7702505
      1.5449990 ,      -2.3615649 ,      -2.6808648
      1.5549990 ,      -2.3169458 ,      -2.5737770
      1.5649990 ,      -2.2648628 ,      -2.4581404
      1.5749990 ,      -2.2116718 ,      -2.3434420
      1.5849990 ,      -2.1638181 ,      -2.2387551
      1.5949990 ,      -2.1271989 ,      -2.1520111
      1.6049990 ,      -2.1065452 ,      -2.0893440
      1.6149990 ,      -2.1048749 ,      -2.0545554
      1.6249990 ,      -2.1230611 ,      -2.0487390
      1.6349990 ,      -2.1595552 ,      -2.0700965
      1.6449990 ,      -2.2102899 ,      -2.1139604
      1.6549990 ,      -2.2687808 ,      -2.1730266
      1.6649990 ,      -2.3264246 ,      -2.2377878
      1.6749990 ,      -2.3729834 ,      -2.2971402
      1.6849990 ,      -2.3972279 ,      -2.3391279
      1.6949990 ,      -2.3877011 ,      -2.3517774
      1.7049990 ,      -2.3335533 ,      -2.3239680
      1.7149990 ,      -2.2253956 ,      -2.2462803
      1.7249990 ,      -2.0561105 ,      -2.1117658
      1.7349990 ,      -1.8215651 ,      -1.9165830
      1.7449990 ,      -1.5211714 ,      -1.6604558
      1.7549990 ,      -1.1582501 ,      -1.3469171
      1.7649990 ,      -0.7401641 ,      -0.9833159
      1.7749990 ,      -0.2782010 ,      -0.5805819
      1.7849990 ,       0.2127979 ,      -0.1527529
      1.7949990 ,       0.7150523 ,       0.2837097
      1.8049990 ,       1.2086715 ,       0.7107808
      1.8149990 ,       1.6726561 ,       1.1098584
      1.8249990 ,       2.0860174 ,       1.4628190
      1.8349990 ,       2.4289509 ,       1.7530781
      1.8449990 ,       2.6839961 ,       1.9665921
      1.8549990 ,       2.8371103 ,       2.0927375
      1.8649990 ,       2.8785914 ,       2.1250138
      1.8749990 ,       2.8037897 ,       2.0615223
      1.8849990 ,       2.6135585 ,       1.9051882
      1.8949990 ,       2.3144123 ,       1.6637096
      1.9049990 ,       1.9183720 ,       1.3492294
      1.9149990 ,       1.4425003 ,       0.9777478
      1.9249990 ,       0.9081448 ,       0.5683041
      1.9349990 ,       0.3399259 ,       0.1419750
      1.9449990 ,      -0.2354779 ,      -0.2792547
