r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,  -0.54062851577635263       ,   -2.4468045882055316     
   4.0000000000000001E-002  ,  -0.61001756682639785       ,   -2.4731703583074198     
   5.9999999999999998E-002  ,  -0.72320817579382279       ,   -2.5161844467498873     
   8.0000000000000002E-002  ,  -0.87660714794915695       ,   -2.5744887144572535     
  0.10000000000000001       ,   -1.0653673832099133       ,   -2.6462507017482273     
  0.12000000000000001       ,   -1.2835628396929066       ,   -2.7292294164830473     
  0.13999999999999999       ,   -1.5244018431630824       ,   -2.8208555611595010     
  0.16000000000000000       ,   -1.7804706397742127       ,   -2.9183231660594910     
  0.17999999999999999       ,   -2.0439979580828624       ,   -3.0186891714616046     
  0.19999999999999998       ,   -2.3071305744254151       ,   -3.1189772120769055     
  0.22000000000000000       ,   -2.5622094928932060       ,   -3.2162817122322194     
  0.23999999999999999       ,   -2.8020363714793666       ,   -3.3078684061727550     
  0.26000000000000001       ,   -3.0201202477669296       ,   -3.3912675535176193     
  0.28000000000000003       ,   -3.2108954232369400       ,   -3.4643564188035536     
  0.30000000000000004       ,   -3.3699025222752241       ,   -3.5254280140176815     
  0.32000000000000001       ,   -3.4939262038554171       ,   -3.5732436467461230     
  0.34000000000000002       ,   -3.5810847123906702       ,   -3.6070674523354764     
  0.36000000000000004       ,   -3.6308683415220280       ,   -3.6266817910293110     
  0.38000000000000000       ,   -3.6441258759483794       ,   -3.6323831326197586     
  0.40000000000000002       ,   -3.6230000932237774       ,   -3.6249588025614909     
  0.42000000000000004       ,   -3.5708153704301435       ,   -3.6056456952970950     
  0.44000000000000000       ,   -3.4919222728568835       ,   -3.5760727442281413     
  0.46000000000000002       ,   -3.3915056318129899       ,   -3.5381895468766067     
  0.48000000000000004       ,   -3.2753639832590880       ,   -3.4941840549490615     
  0.50000000000000000       ,   -3.1496692856305888       ,   -3.4463926328762375     
  0.52000000000000002       ,   -3.0207165243834480       ,   -3.3972060503391015     
  0.54000000000000004       ,   -2.8946731171233626       ,   -3.3489750949979378     
  0.56000000000000005       ,   -2.7773379466583576       ,   -3.3039194674432095     
  0.58000000000000007       ,   -2.6739193755640112       ,   -3.2640434533648346     
  0.59999999999999998       ,   -2.5888407558354811       ,   -3.2310615658013329     
  0.62000000000000000       ,   -2.5255807763516329       ,   -3.2063369260719350     
  0.64000000000000001       ,   -2.4865545376096714       ,   -3.1908346233395886     
  0.66000000000000003       ,   -2.4730395669258916       ,   -3.1850916814048365     
  0.68000000000000005       ,   -2.4851491560567611       ,   -3.1892045920971737     
  0.70000000000000007       ,   -2.5218534908268873       ,   -3.2028346743906613     
  0.72000000000000008       ,   -2.5810471255814460       ,   -3.2252308149998048     
  0.73999999999999999       ,   -2.6596595106194294       ,   -3.2552684674576344     
  0.76000000000000001       ,   -2.7538035814573911       ,   -3.2915031590530606     
  0.78000000000000003       ,   -2.8589559318799465       ,   -3.3322362027466150     
  0.80000000000000004       ,   -2.9701608764791390       ,   -3.3755898553040922     
  0.82000000000000006       ,   -3.0822498098634346       ,   -3.4195888203659393     
  0.84000000000000008       ,   -3.1900667230609732       ,   -3.4622447783188943     
  0.85999999999999999       ,   -3.2886905627066914       ,   -3.5016405408519207     
  0.88000000000000000       ,   -3.3736453202470522       ,   -3.5360104788124862     
  0.90000000000000002       ,   -3.4410893063436840       ,   -3.5638140539170666     
  0.92000000000000004       ,   -3.4879759749871941       ,   -3.5837995893339962     
  0.94000000000000006       ,   -3.5121798740467294       ,   -3.5950558277110423     
  0.96000000000000008       ,   -3.5125827636049856       ,   -3.5970493302613091     
  0.97999999999999998       ,   -3.4891166001031846       ,   -3.5896463460326111     
   1.0000000000000000       ,   -3.4427618652647749       ,   -3.5731184029243588     
   1.0200000000000000       ,   -3.3755015515369706       ,   -3.5481315162795224     
   1.0400000000000000       ,   -3.2902329262125138       ,   -3.5157195513359327     
   1.0600000000000001       ,   -3.1906409115566556       ,   -3.4772428873429400     
   1.0800000000000001       ,   -3.0810384694336928       ,   -3.4343340901082646     
   1.1000000000000001       ,   -2.9661807043013422       ,   -3.3888327849369109     
   1.1200000000000001       ,   -2.8510604455948578       ,   -3.3427123154020149     
