Q (Ang^-1), RMC, Data
  0.51000000000000001       ,  -0.34775824133438615       ,  -0.30614894909449936     
  0.53000000000000003       ,  -0.34858730422193718       ,  -0.37031501334724981     
  0.55000000000000004       ,  -0.33731156476988977       ,  -0.40391949183614972     
  0.56999999999999995       ,  -0.31782604199074199       ,  -0.40913745197284312     
  0.58999999999999997       ,  -0.29622516086130196       ,  -0.39407470394984323     
  0.60999999999999999       ,  -0.27904283446856626       ,  -0.37013888958477364     
  0.63000000000000000       ,  -0.27141838115564193       ,  -0.34880596333690206     
  0.65000000000000002       ,  -0.27567972835778559       ,  -0.33863032350578287     
  0.67000000000000004       ,  -0.29071637791903226       ,  -0.34324343984080607     
  0.68999999999999995       ,  -0.31230081845428159       ,  -0.36080082071014047     
  0.70999999999999996       ,  -0.33426469006816817       ,  -0.38494760735759442     
  0.72999999999999998       ,  -0.35021040768680661       ,  -0.40697954964023714     
  0.75000000000000000       ,  -0.35529803817571498       ,  -0.41857733774888478     
  0.77000000000000002       ,  -0.34762685816198202       ,  -0.41436079846036378     
  0.79000000000000004       ,  -0.32883606993569348       ,  -0.39357436479662916     
  0.81000000000000005       ,  -0.30375244379463023       ,  -0.36045579439186126     
  0.82999999999999996       ,  -0.27916195299092122       ,  -0.32319205356193231     
  0.84999999999999998       ,  -0.26201376323704140       ,  -0.29173853487175194     
  0.87000000000000000       ,  -0.25751866237523330       ,  -0.27507562907511801     
  0.89000000000000001       ,  -0.26764011629951878       ,  -0.27862542411135599     
  0.91000000000000003       ,  -0.29038425848826416       ,  -0.30251456971733737     
  0.93000000000000005       ,  -0.32009733133451601       ,  -0.34115761401772288     
  0.94999999999999996       ,  -0.34872449149896595       ,  -0.38430257606834245     
  0.96999999999999997       ,  -0.36773639641891398       ,  -0.41931110418769796     
  0.98999990000000004       ,  -0.37025244765354004       ,  -0.43413182560177099     
   1.0100000000000000       ,  -0.35282754665301092       ,  -0.42024562511827329     
   1.0300000000000000       ,  -0.31644176052121237       ,  -0.37485977299985584     
   1.0500000000000000       ,  -0.26641934131058048       ,  -0.30180508878718754     
   1.0700000000000001       ,  -0.21126741864138682       ,  -0.21090126509067383     
   1.0900000000000001       ,  -0.16069239481026448       ,  -0.11592517053685332     
   1.1100000000000001       ,  -0.12326433254716380       ,   -3.1653347021350246E-002
   1.1299999999999999       ,  -0.10429872044108578       ,    2.9328076402274660E-002
   1.1499999999999999       ,  -0.10448598191866566       ,    5.9298960164797444E-002
   1.1699999999999999       ,  -0.11962866323287484       ,    5.6945378388542640E-002
   1.1899999999999999       ,  -0.14158378974196525       ,    2.7418152258503942E-002
   1.2100000000000000       ,  -0.16021582596359082       ,   -1.9081501035533972E-002
   1.2300000000000000       ,  -0.16591452935830570       ,   -6.9831145144550730E-002
   1.2500000000000000       ,  -0.15208333901542367       ,  -0.11261390878695884     
   1.2700000000000000       ,  -0.11699544174291453       ,  -0.13851801589997811     
   1.2900000000000000       ,   -6.4550691207146002E-002  ,  -0.14385206353323549     
   1.3100000000000001       ,   -3.7168488912206615E-003  ,  -0.13074360118025677     
   1.3300000000000001       ,    5.3254813719916125E-002  ,  -0.10631328853365717     
   1.3500000000000001       ,    9.3458723125412230E-002  ,   -8.0661799566509887E-002
   1.3700000000000001       ,   0.10622224047952890       ,   -6.4187950422331913E-002
   1.3899999999999999       ,    8.5592628766739426E-002  ,   -6.4907155731109778E-002
   1.4099999999999999       ,    3.1846625175320976E-002  ,   -8.6424882131063113E-002
   1.4299999999999999       ,   -4.8338226833011005E-002  ,  -0.12704650686096045     
   1.4500000000000000       ,  -0.14310937293574669       ,  -0.18021766911759138     
   1.4700000000000000       ,  -0.23780316600450682       ,  -0.23615967921488093     
   1.4900000000000000       ,  -0.31792779934986554       ,  -0.28427389767507227     
   1.5100000000000000       ,  -0.37210425434067690       ,  -0.31570762301584171     
   1.5300000000000000       ,  -0.39431354821780884       ,  -0.32544466445878151     
   1.5500000000000000       ,  -0.38495687128682310       ,  -0.31341142646619957     
   1.5700000000000001       ,  -0.35050578961166223       ,  -0.28434054019012789     
   1.5900000000000001       ,  -0.30183990676074079       ,  -0.24644557875202586     
   1.6100000000000001       ,  -0.25166532432744348       ,  -0.20925492299246440     
   1.6299999999999999       ,  -0.21161099092895161       ,  -0.18115816258832171     
   1.6499999999999999       ,  -0.18966537091531163       ,  -0.16728489456324541     
   1.6699999999999999       ,  -0.18852887765548942       ,  -0.16824827713976045     
   1.6899999999999999       ,  -0.20523956888392877       ,  -0.18006691616693254     
   1.7100000000000000       ,  -0.23213211610542947       ,  -0.19528326428025000     
   1.7300000000000000       ,  -0.25888235039460883       ,  -0.20499771341449258     
   1.7500000000000000       ,  -0.27514275262661619       ,  -0.20130839349314231     
   1.7700000000000000       ,  -0.27314434329317194       ,  -0.17954333561751140     
   1.7900000000000000       ,  -0.24965617593381351       ,  -0.13971916062615522     
   1.8100000000000001       ,  -0.20684976175278363       ,   -8.6847040771922915E-002
   1.8300000000000001       ,  -0.15187463725618722       ,   -2.9986839170585564E-002
   1.8500000000000001       ,   -9.5252049455390689E-002  ,    1.9743995444447496E-002
   1.8700000000000001       ,   -4.8466551616800996E-002  ,    5.1743052302076549E-002
   1.8899999999999999       ,   -2.1317629363822047E-002  ,    5.8466902167893589E-002
   1.9099999999999999       ,   -1.9644370578737490E-002  ,    3.7335746717008032E-002
   1.9299999999999999       ,   -4.3945476685123899E-002  ,   -8.4659497994556687E-003
   1.9500000000000000       ,   -8.9207121261818220E-002  ,   -7.0500133917009114E-002
   1.9700000000000000       ,  -0.14597192053753286       ,  -0.13679673474263387     
   1.9900000000000000       ,  -0.20239852933960276       ,  -0.19440084032290283     
   2.0099999999999998       ,  -0.24683823361545157       ,  -0.23216550316869461     
   2.0299999999999998       ,  -0.27034271118493691       ,  -0.24315149695900476     
   2.0499999999999998       ,  -0.26854007845150163       ,  -0.22608606829755407     
   2.0699999999999998       ,  -0.24246732163864551       ,  -0.18555103120240404     
   2.0899999999999999       ,  -0.19818988461951104       ,  -0.13086471274955233     
   2.1099999999999999       ,  -0.14531673463211969       ,   -7.3923075337160193E-002
   2.1299999999999999       ,   -9.4767680842448007E-002  ,   -2.6502546584196211E-002
   2.1499999999999999       ,   -5.6312714778061358E-002  ,    2.3541502949206037E-003
   2.1699999999999999       ,   -3.6444718992833400E-002  ,    8.2742353903022016E-003
   2.1899999999999999       ,   -3.7059439019422970E-002  ,   -7.6177202645078398E-003
   2.2100000000000000       ,   -5.5222201674278285E-002  ,   -3.9149947948048082E-002
   2.2300000000000000       ,   -8.4045762676863367E-002  ,   -7.6701660036492356E-002
   2.2500000000000000       ,  -0.11444742115154929       ,  -0.10955522165583662     
   2.2700000000000000       ,  -0.13735514195596107       ,  -0.12843885720403606     
   2.2900000000000000       ,  -0.14583681312727642       ,  -0.12766062436306103     
   2.3100000000000001       ,  -0.13665468155752686       ,  -0.10633922444332759     
   2.3300000000000001       ,  -0.11089053179317632       ,   -6.8456879220047923E-002
   2.3500000000000001       ,   -7.3511819764690303E-002  ,   -2.1741625221136027E-002
   2.3700000000000001       ,   -3.2001856545137652E-002  ,    2.4335557152758303E-002
