Q (Ang^-1), RMC, Data
  0.51000000000000001       ,  -0.34699173312491516       ,  -0.30444182331733971     
  0.53000000000000003       ,  -0.34733258990378524       ,  -0.37561613454367548     
  0.55000000000000004       ,  -0.33558462233094527       ,  -0.41617860436187087     
  0.56999999999999995       ,  -0.31538289897303257       ,  -0.42670696779783684     
  0.58999999999999997       ,  -0.29262203051458768       ,  -0.41409043477031993     
  0.60999999999999999       ,  -0.27380279266207036       ,  -0.38923186904763296     
  0.63000000000000000       ,  -0.26425040389160376       ,  -0.36396731765858548     
  0.65000000000000002       ,  -0.26667321189602888       ,  -0.34800413300923805     
  0.67000000000000004       ,  -0.28043568342693803       ,  -0.34663375035739635     
  0.68999999999999995       ,  -0.30173064308441505       ,  -0.35974739909774939     
  0.70999999999999996       ,  -0.32460140902858448       ,  -0.38233450957093296     
  0.72999999999999998       ,  -0.34254442479645641       ,  -0.40626354542940535     
  0.75000000000000000       ,  -0.35027273232641931       ,  -0.42282772111234140     
  0.77000000000000002       ,  -0.34517788338602401       ,  -0.42535992823474700     
  0.79000000000000004       ,  -0.32810324490694648       ,  -0.41122256305438704     
  0.81000000000000005       ,  -0.30321608947871792       ,  -0.38265419675082646     
  0.82999999999999996       ,  -0.27699554146833610       ,  -0.34625864979267373     
  0.84999999999999998       ,  -0.25658067520099798       ,  -0.31127508847259427     
  0.87000000000000000       ,  -0.24789061948902810       ,  -0.28708151947434751     
  0.89000000000000001       ,  -0.25399388674495443       ,  -0.28058086816804728     
  0.91000000000000003       ,  -0.27415005464109354       ,  -0.29415094963971028     
  0.93000000000000005       ,  -0.30378574021750993       ,  -0.32470049558437164     
  0.94999999999999996       ,  -0.33543755520159679       ,  -0.36409862120929481     
  0.96999999999999997       ,  -0.36045362187883151       ,  -0.40090333579816095     
  0.98999990000000004       ,  -0.37105187569503190       ,  -0.42299036508489712     
   1.0100000000000000       ,  -0.36223625396741888       ,  -0.42045682271581769     
   1.0300000000000000       ,  -0.33309587895861892       ,  -0.38809801725261434     
   1.0500000000000000       ,  -0.28715404989793453       ,  -0.32685448039648574     
   1.0700000000000001       ,  -0.23165880630605395       ,  -0.24386491699959290     
   1.0900000000000001       ,  -0.17596294714591221       ,  -0.15109420970465051     
   1.1100000000000001       ,  -0.12936540511497943       ,   -6.2842354788382862E-002
   1.1299999999999999       ,   -9.8923801041596454E-002  ,    7.2943350185878230E-003
   1.1499999999999999       ,   -8.7764978569026028E-002  ,    4.9309839896829952E-002
   1.1699999999999999       ,   -9.4310653435596220E-002  ,    5.8860588456591548E-002
