r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,  -0.31201825689866447       ,   -1.4777130386815094     
   4.0000000000000001E-002  ,  -0.38397662397880816       ,   -1.5397496814568439     
   5.9999999999999998E-002  ,  -0.50144417085793358       ,   -1.6411716665694287     
   8.0000000000000002E-002  ,  -0.66081780891540332       ,   -1.7790897204314051     
  0.10000000000000001       ,  -0.85723270633804272       ,   -1.9495950086429115     
  0.12000000000000001       ,   -1.0847336931267426       ,   -2.1478894023875683     
  0.13999999999999999       ,   -1.3364844360734791       ,   -2.3684448075395235     
  0.16000000000000000       ,   -1.6050065797264126       ,   -2.6051858611495100     
  0.17999999999999999       ,   -1.8824399506512177       ,   -2.8516894829923838     
  0.19999999999999998       ,   -2.1608141654470225       ,   -3.1013941948549157     
  0.22000000000000000       ,   -2.4323215964284786       ,   -3.3478118079387973     
  0.23999999999999999       ,   -2.6895816466303053       ,   -3.5847340398688798     
  0.26000000000000001       ,   -2.9258866668302566       ,   -3.8064268576522542     
  0.28000000000000003       ,   -3.1354205957126475       ,   -4.0078058414844246     
  0.30000000000000004       ,   -3.3134424899310013       ,   -4.1845866065478088     
  0.32000000000000001       ,   -3.4564284904619496       ,   -4.3334052767520914     
  0.34000000000000002       ,   -3.5621673907328764       ,   -4.4519051385899004     
  0.36000000000000004       ,   -3.6298067668701299       ,   -4.5387868712647714     
  0.38000000000000000       ,   -3.6598485307428477       ,   -4.5938211024989641     
  0.40000000000000002       ,   -3.6540946981211491       ,   -4.6178234265253124     
  0.42000000000000004       ,   -3.6155460521543321       ,   -4.6125933893360704     
  0.44000000000000000       ,   -3.5482581534726392       ,   -4.5808202450005888     
  0.46000000000000002       ,   -3.4571607343853401       ,   -4.5259594675060129     
  0.48000000000000004       ,   -3.3478478553073212       ,   -4.4520850217215759     
  0.50000000000000000       ,   -3.2263472460266649       ,   -4.3637232178438810     
  0.52000000000000002       ,   -3.0988779639152142       ,   -4.2656745670299729     
