  0.5049998,    -4.4243252,    -0.3049547,     0.3131701,     1.8437530,    -1.6104120,     0.2601389,     0.0771834,   -16.8513097,    -2.6086520,    -6.9602234
  0.5149998,    -4.6627864,    -0.3702349,     0.1942366,     2.2019296,    -1.5815364,     0.4601916,    -0.0903690,   -15.8685566,    -3.8410705,    -6.3527937
  0.5249998,    -4.7620239,    -0.4067387,     0.0615605,     2.4062330,    -1.5680849,     0.6321039,    -0.2461228,   -14.5299559,    -4.7851754,    -5.8020516
  0.5349998,    -4.7172647,    -0.4126759,    -0.0760311,     2.4452129,    -1.5705758,     0.7655514,    -0.3811352,   -12.9290672,    -5.3900161,    -5.3379954
  0.5449998,    -4.5335606,    -0.3883521,    -0.2092432,     2.3184673,    -1.5884766,     0.8526653,    -0.4878871,   -11.1786181,    -5.6274872,    -4.9848477
  0.5549998,    -4.2253181,    -0.3360992,    -0.3289254,     2.0365001,    -1.6202658,     0.8884777,    -0.5606951,    -9.4026718,    -5.4933862,    -4.7598751
  0.5649998,    -3.8152245,    -0.2600758,    -0.4266871,     1.6198881,    -1.6635567,     0.8711929,    -0.5960107,    -7.7279659,    -5.0069796,    -4.6726279
  0.5749997,    -3.3326525,    -0.1659560,    -0.4954742,     1.0978223,    -1.7152734,     0.8022702,    -0.5925924,    -6.2750298,    -4.2091551,    -4.7246251
  0.5849997,    -2.8116203,    -0.0605203,    -0.5300718,     0.5060911,    -1.7718689,     0.6863095,    -0.5515398,    -5.1496125,    -3.1592565,    -4.9094940
  0.5949997,    -2.2885149,     0.0488063,    -0.5274873,    -0.1152833,    -1.8295632,     0.5307601,    -0.4761925,    -4.4352255,    -1.9309531,    -5.2135318
  0.6049997,    -1.7996317,     0.1544589,    -0.4872016,    -0.7247059,    -1.8845949,     0.3454550,    -0.3718986,    -4.1870318,    -0.6072637,    -5.6166542
  0.6149997,    -1.3787586,     0.2492328,    -0.4112556,    -1.2817223,    -1.9334633,     0.1420084,    -0.2456697,    -4.4277392,     0.7248332,    -6.0936647
  0.6249997,    -1.0549341,     0.3267531,    -0.3041688,    -1.7496422,    -1.9731482,    -0.0668907,    -0.1057414,    -5.1457020,     1.9799034,    -6.6157661
  0.6349997,    -0.8505232,     0.3818819,    -0.1726893,    -2.0979050,    -2.0012936,    -0.2682478,     0.0389327,    -6.2953969,     3.0793337,    -7.1522260
  0.6449997,    -0.7797376,     0.4110404,    -0.0253890,    -2.3040390,    -2.0163435,    -0.4495487,     0.1792230,    -7.8002611,     3.9560644,    -7.6721015
  0.6549997,    -0.8476898,     0.4124243,     0.1278730,    -2.3550931,    -2.0176236,    -0.5995168,     0.3063720,    -9.5577169,     4.5585025,    -8.1459295
  0.6649997,    -1.0500438,     0.3861023,     0.2765868,    -2.2484546,    -2.0053644,    -0.7087964,     0.4125142,   -11.4460596,     4.8533958,    -8.5472938
  0.6749997,    -1.3732813,     0.3339916,     0.4102876,    -1.9920018,    -1.9806644,    -0.7705214,     0.4911389,   -13.3327514,     4.8275169,    -8.8541890
  0.6849996,    -1.7955645,     0.2597149,     0.5192654,    -1.6035886,    -1.9454004,    -0.7807376,     0.5374682,   -15.0835485,     4.4880832,    -9.0501131
  0.6949996,    -2.2881650,     0.1683450,     0.5952476,    -1.1098696,    -1.9020860,    -0.7386498,     0.5487314,   -16.5719437,     3.8618911,    -9.1248501
  0.7049996,    -2.8173050,     0.0660654,     0.6319921,    -0.5446000,    -1.8536973,    -0.6466816,     0.5243134,   -17.6880199,     2.9932987,    -9.0748832
  0.7149996,    -3.3463781,    -0.0402444,     0.6257723,     0.0535610,    -1.8034691,    -0.5103425,     0.4657790,   -18.3464488,     1.9411383,    -8.9034665
  0.7249996,    -3.8383475,    -0.1434624,     0.5757002,     0.6435491,    -1.7546805,    -0.3379088,     0.3767645,   -18.4928044,     0.7748098,    -8.6203305
  0.7349996,    -4.2581950,    -0.2366902,     0.4838693,     1.1845633,    -1.7104424,    -0.1399364,     0.2627475,   -18.1078458,    -0.4302058,    -8.2410605
