       Q,      F(Q)_RMC,  F(Q)_Expt
      0.5049998 ,      -3.3539887 ,      -2.5507895
      0.5149998 ,      -3.4907583 ,      -2.8781174
      0.5249998 ,      -3.5405553 ,      -3.1220270
      0.5349998 ,      -3.5018634 ,      -3.2786003
      0.5449998 ,      -3.3792170 ,      -3.3495278
      0.5549998 ,      -3.1827742 ,      -3.3417480
      0.5649998 ,      -2.9275259 ,      -3.2667598
      0.5749997 ,      -2.6322044 ,      -3.1396650
      0.5849997 ,      -2.3179481 ,      -2.9780018
      0.5949997 ,      -2.0068600 ,      -2.8004712
      0.6049997 ,      -1.7204955 ,      -2.6256192
      0.6149997 ,      -1.4784238 ,      -2.4705787
      0.6249997 ,      -1.2969387 ,      -2.3499463
      0.6349997 ,      -1.1880033 ,      -2.2748675
      0.6449997 ,      -1.1584948 ,      -2.2523829
      0.6549997 ,      -1.2097964 ,      -2.2850756
      0.6649997 ,      -1.3377566 ,      -2.3710339
      0.6749997 ,      -1.5330168 ,      -2.5041256
      0.6849996 ,      -1.7816784 ,      -2.6745566
      0.6949996 ,      -2.0662779 ,      -2.8696809
      0.7049996 ,      -2.3669666 ,      -3.0749752
      0.7149996 ,      -2.6628642 ,      -3.2751438
      0.7249996 ,      -2.9334614 ,      -3.4552507
      0.7349996 ,      -3.1599938 ,      -3.6018108
      0.7449996 ,      -3.3266944 ,      -3.7037659
      0.7549996 ,      -3.4218451 ,      -3.7532782
      0.7649996 ,      -3.4385581 ,      -3.7462910
      0.7749996 ,      -3.3752391 ,      -3.6828193
      0.7849995 ,      -3.2357038 ,      -3.5669556
      0.7949995 ,      -3.0289326 ,      -3.4065828
      0.8049995 ,      -2.7685006 ,      -3.2128369
      0.8149995 ,      -2.4716957 ,      -2.9993313
      0.8249995 ,      -2.1583974 ,      -2.7812150
      0.8349995 ,      -1.8497839 ,      -2.5741211
      0.8449995 ,      -1.5669504 ,      -2.3930789
      0.8549995 ,      -1.3295263 ,      -2.2514621
      0.8649995 ,      -1.1543799 ,      -2.1600443
      0.8749995 ,      -1.0544924 ,      -2.1262235
      0.8849995 ,      -1.0380714 ,      -2.1534688
      0.8949994 ,      -1.1079598 ,      -2.2410234
      0.9049994 ,      -1.2613835 ,      -2.3838907
      0.9149994 ,      -1.4900387 ,      -2.5730912
      0.9249994 ,      -1.7805309 ,      -2.7961886
      0.9349994 ,      -2.1151273 ,      -3.0380423
      0.9449994 ,      -2.4727805 ,      -3.2817396
      0.9549994 ,      -2.8303587 ,      -3.5096485
      0.9649994 ,      -3.1640093 ,      -3.7045227
      0.9749994 ,      -3.4505699 ,      -3.8505883
      0.9849994 ,      -3.6689441 ,      -3.9345429
      0.9949993 ,      -3.8013559 ,      -3.9464045
      1.0049990 ,      -3.8344165 ,      -3.8801587
      1.0149990 ,      -3.7599212 ,      -3.7341473
      1.0249990 ,      -3.5753511 ,      -3.5112134
      1.0349990 ,      -3.2840487 ,      -3.2185511
      1.0449990 ,      -2.8950473 ,      -2.8672977
      1.0549990 ,      -2.4225785 ,      -2.4718866
      1.0649990 ,      -1.8852856 ,      -2.0492046
      1.0749990 ,      -1.3051949 ,      -1.6176075
      1.0849990 ,      -0.7065080 ,      -1.1958555
      1.0949990 ,      -0.1142863 ,      -0.8020369
      1.1049990 ,       0.4468900 ,      -0.4525454
      1.1149990 ,       0.9542136 ,      -0.1611741
      1.1249990 ,       1.3878149 ,       0.0616188
