r (Ang), PDF (RMC), PDF (Expt)
   2.0000000000000000E-002  ,   -4.1505194619846511E-003  ,   -1.6410699999999999E-003
   4.0000000000000001E-002  ,   -8.3010389239693023E-003  ,   -4.9291800000000000E-003
   5.9999999999999998E-002  ,   -1.2451558385953953E-002  ,   -8.2398100000000002E-003
   8.0000000000000002E-002  ,   -1.6602077847938605E-002  ,   -1.1587099999999999E-002
  0.10000000000000001       ,   -2.0752597309923258E-002  ,   -1.4969600000000000E-002
  0.12000000000000000       ,   -2.4903116771907905E-002  ,   -1.8359000000000000E-002
  0.14000000000000001       ,   -2.9053636233892562E-002  ,   -2.1710900000000002E-002
  0.16000000000000000       ,   -3.3204155695877209E-002  ,   -2.4994800000000001E-002
  0.17999999999999999       ,   -3.7354675157861859E-002  ,   -2.8223499999999999E-002
  0.20000000000000001       ,   -4.1505194619846517E-002  ,   -3.1457100000000002E-002
  0.22000000000000000       ,   -4.5655714081831160E-002  ,   -3.4765999999999998E-002
  0.23999999999999999       ,   -4.9806233543815810E-002  ,   -3.8176500000000002E-002
  0.26000000000000001       ,   -5.3956753005800467E-002  ,   -4.1639900000000001E-002
  0.28000000000000003       ,   -5.8107272467785125E-002  ,   -4.5057399999999997E-002
  0.29999999999999999       ,   -6.2257791929769761E-002  ,   -4.8349900000000001E-002
  0.32000000000000001       ,   -6.6408311391754418E-002  ,   -5.1523899999999997E-002
  0.34000000000000002       ,   -7.0558830853739068E-002  ,   -5.4678499999999998E-002
  0.35999999999999999       ,   -7.4709350315723719E-002  ,   -5.7942599999999997E-002
  0.38000000000000000       ,   -7.8859869777708369E-002  ,   -6.1376500000000001E-002
  0.40000000000000002       ,   -8.3010389239693033E-002  ,   -6.4914899999999998E-002
  0.41999999999999998       ,   -8.7160908701677670E-002  ,   -6.8404800000000002E-002
  0.44000000000000000       ,   -9.1311428163662320E-002  ,   -7.1713200000000005E-002
  0.46000000000000002       ,   -9.5461947625646984E-002  ,   -7.4832099999999999E-002
  0.47999999999999998       ,   -9.9612467087631620E-002  ,   -7.7901100000000001E-002
  0.50000000000000000       ,  -0.10376298654961627       ,   -8.1111799999999998E-002
  0.52000000000000002       ,  -0.10791350601160093       ,   -8.4565199999999993E-002
  0.54000000000000004       ,  -0.11206402547358559       ,   -8.8184600000000002E-002
  0.56000000000000005       ,  -0.11621454493557025       ,   -9.1757800000000000E-002
  0.57999999999999996       ,  -0.12036506439755487       ,   -9.5088699999999998E-002
  0.59999999999999998       ,  -0.12451558385953952       ,   -9.8150299999999996E-002
  0.62000000000000000       ,  -0.12866610332152417       ,  -0.10112200000000000     
  0.64000000000000001       ,  -0.13281662278350884       ,  -0.10426800000000000     
  0.66000000000000003       ,  -0.13696714224549350       ,  -0.10773800000000000     
  0.68000000000000005       ,  -0.14111766170747814       ,  -0.11144900000000001     
  0.70000000000000007       ,  -0.14526818116946280       ,  -0.11512100000000000     
  0.71999999999999997       ,  -0.14941870063144744       ,  -0.11848400000000001     
  0.73999999999999999       ,  -0.15356922009343207       ,  -0.12148299999999999     
  0.76000000000000001       ,  -0.15771973955541674       ,  -0.12433800000000000     
  0.78000000000000003       ,  -0.16187025901740140       ,  -0.12740199999999999     
  0.80000000000000004       ,  -0.16602077847938607       ,  -0.13088900000000001     
  0.82000000000000006       ,  -0.17017129794137070       ,  -0.13470699999999999     
  0.83999999999999997       ,  -0.17432181740335534       ,  -0.13850100000000001     
  0.85999999999999999       ,  -0.17847233686533998       ,  -0.14190700000000001     
  0.88000000000000000       ,  -0.18262285632732464       ,  -0.14483199999999999     
  0.90000000000000002       ,  -0.18677337578930930       ,  -0.14754600000000001     
  0.92000000000000004       ,  -0.19092389525129397       ,  -0.15050300000000000     
  0.94000000000000006       ,  -0.19507441471327860       ,  -0.15400500000000000     
  0.95999999999999996       ,  -0.19922493417526324       ,  -0.15795899999999999     
  0.97999999999999998       ,  -0.20337545363724790       ,  -0.16191000000000000     
   1.0000000000000000       ,  -0.20752597309923254       ,  -0.16537600000000000     
   1.0200000000000000       ,  -0.21167649256121721       ,  -0.16820800000000000     
   1.0400000000000000       ,  -0.21582701202320187       ,  -0.17073600000000000     
   1.0600000000000001       ,  -0.21997753148518651       ,  -0.17355100000000001     
   1.0800000000000001       ,  -0.22412805094717117       ,  -0.17707200000000001     
   1.1000000000000001       ,  -0.22827857040915583       ,  -0.18120400000000000     
   1.1200000000000001       ,  -0.23242908987114050       ,  -0.18537100000000001     
   1.1400000000000001       ,  -0.23657960933312513       ,  -0.18891900000000000     
   1.1599999999999999       ,  -0.24073012879510974       ,  -0.19162299999999999     
   1.1799999999999999       ,  -0.24488064825709438       ,  -0.19389200000000001     
   1.2000000000000000       ,  -0.24903116771907904       ,  -0.19650999999999999     
   1.2200000000000000       ,  -0.25318168718106371       ,  -0.20005899999999999     
   1.2400000000000000       ,  -0.25733220664304834       ,  -0.20444899999999999     
   1.2600000000000000       ,  -0.26148272610503304       ,  -0.20892400000000000     
   1.2800000000000000       ,  -0.26563324556701767       ,  -0.21258900000000000     
   1.3000000000000000       ,  -0.26978376502900231       ,  -0.21509500000000001     
   1.3200000000000001       ,  -0.27393428449098700       ,  -0.21697000000000000     
   1.3400000000000001       ,  -0.27808480395297164       ,  -0.21929100000000001     
   1.3600000000000001       ,  -0.28223532341495627       ,  -0.22290099999999999     
   1.3800000000000001       ,  -0.28638584287694091       ,  -0.22771400000000000     
   1.4000000000000001       ,  -0.29053636233892560       ,  -0.23268300000000000     
   1.4199999999999999       ,  -0.29468688180091018       ,  -0.23651000000000000     
   1.4399999999999999       ,  -0.29883740126289488       ,  -0.23865000000000000     
   1.4600000000000000       ,  -0.37390875971413878       ,  -0.23983699999999999     
   1.4800000000000000       ,  -0.35796024070977478       ,  -0.24167700000000000     
   1.5000000000000000       ,  -0.35947948637546617       ,  -0.24547600000000000     
   1.5200000000000000       ,  -0.35592673497320743       ,  -0.25114799999999998     
   1.5400000000000000       ,  -0.35384268047774120       ,  -0.25704700000000003     
   1.5600000000000001       ,  -0.35755407510000764       ,  -0.26103700000000002     
   1.5800000000000001       ,  -0.35447582640299230       ,  -0.26215800000000000     
   1.6000000000000001       ,  -0.36500979739332234       ,  -0.26169999999999999     
   1.6200000000000001       ,  -0.36754734025896368       ,  -0.26272600000000002     
   1.6400000000000001       ,  -0.36952859036940505       ,  -0.26813199999999998     
   1.6600000000000001       ,  -0.37273902348306531       ,  -0.27839999999999998     
   1.6799999999999999       ,  -0.38062344819144928       ,  -0.29068300000000002     
   1.7000000000000000       ,  -0.37200108411733951       ,  -0.30018600000000001     
   1.7200000000000000       ,  -0.37796363783557091       ,  -0.30332199999999998     
   1.7400000000000000       ,  -0.38954837489599781       ,  -0.30077900000000002     
   1.7600000000000000       ,  -0.38563481382511627       ,  -0.29831600000000003     
