       Q,      F(Q)_RMC,  F(Q)_Expt
      0.5049998 ,      -3.0515505 ,      -2.2058758
      0.5149998 ,      -3.1160594 ,      -2.4635350
      0.5249998 ,      -3.1166739 ,      -2.6546149
      0.5349998 ,      -3.0545219 ,      -2.7771435
      0.5449998 ,      -2.9350476 ,      -2.8335244
      0.5549998 ,      -2.7675689 ,      -2.8301738
      0.5649998 ,      -2.5645831 ,      -2.7769068
      0.5749997 ,      -2.3408737 ,      -2.6861246
      0.5849997 ,      -2.1124642 ,      -2.5718538
      0.5949997 ,      -1.8955265 ,      -2.4487210
      0.6049997 ,      -1.7052695 ,      -2.3309140
      0.6149997 ,      -1.5549164 ,      -2.2312128
      0.6249997 ,      -1.4548240 ,      -2.1601475
      0.6349997 ,      -1.4118015 ,      -2.1253380
      0.6449997 ,      -1.4286735 ,      -2.1310550
      0.6549997 ,      -1.5041132 ,      -2.1780275
      0.6649997 ,      -1.6327543 ,      -2.2635027
      0.6749997 ,      -1.8055729 ,      -2.3815508
      0.6849996 ,      -2.0105097 ,      -2.5235847
      0.6949996 ,      -2.2333022 ,      -2.6790664
      0.7049996 ,      -2.4584416 ,      -2.8363235
      0.7149996 ,      -2.6702290 ,      -2.9834486
      0.7249996 ,      -2.8538336 ,      -3.1091951
      0.7349996 ,      -2.9962936 ,      -3.2038173
      0.7449996 ,      -3.0873923 ,      -3.2597945
      0.7549996 ,      -3.1203534 ,      -3.2723913
      0.7649996 ,      -3.0923093 ,      -3.2400156
      0.7749996 ,      -3.0045124 ,      -3.1643523
      0.7849995 ,      -2.8622773 ,      -3.0502646
      0.7949995 ,      -2.6746475 ,      -2.9054643
      0.8049995 ,      -2.4538317 ,      -2.7399924
      0.8149995 ,      -2.2144159 ,      -2.5655231
      0.8249995 ,      -1.9724228 ,      -2.3945545
      0.8349995 ,      -1.7442703 ,      -2.2395370
      0.8449995 ,      -1.5456976 ,      -2.1119973
      0.8549995 ,      -1.3907250 ,      -2.0217188
      0.8649995 ,      -1.2907171 ,      -1.9760328
      0.8749995 ,      -1.2536053 ,      -1.9792696
      0.8849995 ,      -1.2833213 ,      -2.0324044
      0.8949994 ,      -1.3794759 ,      -2.1329235
      0.9049994 ,      -1.5373100 ,      -2.2749255
      0.9149994 ,      -1.7479076 ,      -2.4494361
      0.9249994 ,      -1.9986745 ,      -2.6449370
      0.9349994 ,      -2.2740442 ,      -2.8480599
      0.9449994 ,      -2.5563693 ,      -3.0444085
      0.9549994 ,      -2.8269466 ,      -3.2194522
      0.9649994 ,      -3.0671112 ,      -3.3594369
      0.9749994 ,      -3.2593347 ,      -3.4522523
      0.9849994 ,      -3.3882615 ,      -3.4882027
      0.9949993 ,      -3.4416209 ,      -3.4606308
