       Q,      F(Q)_RMC,  F(Q)_Expt
      0.5049998 ,      -3.3919058 ,      -2.6320214
      0.5149998 ,      -3.5455467 ,      -2.9706272
      0.5249998 ,      -3.6091427 ,      -3.2259012
      0.5349998 ,      -3.5803149 ,      -3.3936038
      0.5449998 ,      -3.4629800 ,      -3.4750906
      0.5549998 ,      -3.2669607 ,      -3.4769753
      0.5649998 ,      -3.0072180 ,      -3.4104661
      0.5749997 ,      -2.7027626 ,      -3.2904304
      0.5849997 ,      -2.3753044 ,      -3.1342461
      0.5949997 ,      -2.0477774 ,      -2.9605420
      0.6049997 ,      -1.7427783 ,      -2.7878862
      0.6149997 ,      -1.4810641 ,      -2.6335282
      0.6249997 ,      -1.2801902 ,      -2.5122690
      0.6349997 ,      -1.1533769 ,      -2.4355315
      0.6449997 ,      -1.1086756 ,      -2.4106878
      0.6549997 ,      -1.1484855 ,      -2.4406824
      0.6649997 ,      -1.2694482 ,      -2.5239678
      0.6749997 ,      -1.4627219 ,      -2.6547521
      0.6849996 ,      -1.7146129 ,      -2.8235310
      0.6949996 ,      -2.0075339 ,      -3.0178759
      0.7049996 ,      -2.3211865 ,      -3.2233911
      0.7149996 ,      -2.6339390 ,      -3.4248079
      0.7249996 ,      -2.9242721 ,      -3.6071138
      0.7349996 ,      -3.1722121 ,      -3.7566493
      0.7449996 ,      -3.3606571 ,      -3.8620961
      0.7549996 ,      -3.4765108 ,      -3.9152911
      0.7649996 ,      -3.5115503 ,      -3.9118124
      0.7749996 ,      -3.4629742 ,      -3.8512997
      0.7849995 ,      -3.3335981 ,      -3.7374913
      0.7949995 ,      -3.1316762 ,      -3.5779685
      0.8049995 ,      -2.8703824 ,      -3.3836449
      0.8149995 ,      -2.5669600 ,      -3.1680147
      0.8249995 ,      -2.2416106 ,      -2.9462255
      0.8349995 ,      -1.9161892 ,      -2.7340348
      0.8449995 ,      -1.6127866 ,      -2.5467197
      0.8549995 ,      -1.3522920 ,      -2.3980136
      0.8649995 ,      -1.1530246 ,      -2.2991402
      0.8749995 ,      -1.0295208 ,      -2.2580105
      0.8849995 ,      -0.9915544 ,      -2.2786334
      0.8949994 ,      -1.0434483 ,      -2.3607812
      0.9049994 ,      -1.1837275 ,      -2.4999350
      0.9149994 ,      -1.4051239 ,      -2.6875032
      0.9249994 ,      -1.6949441 ,      -2.9113139
      0.9349994 ,      -2.0357711 ,      -3.1563399
      0.9449994 ,      -2.4064592 ,      -3.4056131
      0.9549994 ,      -2.7833605 ,      -3.6412695
      0.9649994 ,      -3.1417086 ,      -3.8456590
      0.9749994 ,      -3.4570753 ,      -4.0024483
      0.9849994 ,      -3.7068125 ,      -4.0976472
      0.9949993 ,      -3.8713919 ,      -4.1204947
      1.0049990 ,      -3.9355695 ,      -4.0641512
      1.0149990 ,      -3.8892907 ,      -3.9261380
      1.0249990 ,      -3.7282937 ,      -3.7085320
      1.0349990 ,      -3.4543908 ,      -3.4178680
      1.0449990 ,      -3.0753881 ,      -3.0647753
      1.0549990 ,      -2.6046658 ,      -2.6633688
      1.0649990 ,      -2.0604456 ,      -2.2304335
      1.0749990 ,      -1.4647908 ,      -1.7844546
      1.0849990 ,      -0.8423998 ,      -1.3445541
      1.0949990 ,      -0.2192680 ,      -0.9294009
      1.1049990 ,       0.3787030 ,      -0.5561610
      1.1149990 ,       0.9270679 ,      -0.2395525
      1.1249990 ,       1.4040923 ,       0.0089384
      1.1349990 ,       1.7918291 ,       0.1816344
      1.1449990 ,       2.0769585 ,       0.2750046
      1.1549990 ,       2.2513494 ,       0.2897472
      1.1649990 ,       2.3123144 ,       0.2306144
      1.1749990 ,       2.2625542 ,       0.1059989
      1.1849990 ,       2.1098030 ,      -0.0726905
      1.1949990 ,       1.8662047 ,      -0.2918183
      1.2049990 ,       1.5474649 ,      -0.5364242
      1.2149990 ,       1.1718383 ,      -0.7911794
      1.2249990 ,       0.7590149 ,      -1.0413324
      1.2349990 ,       0.3289771 ,      -1.2735881
      1.2449990 ,      -0.0991037 ,      -1.4768629
      1.2549990 ,      -0.5078654 ,      -1.6428717
      1.2649990 ,      -0.8825934 ,      -1.7665139
      1.2749990 ,      -1.2118534 ,      -1.8460375
      1.2849990 ,      -1.4878899 ,      -1.8829777
      1.2949990 ,      -1.7067763 ,      -1.8818793
      1.3049990 ,      -1.8683194 ,      -1.8498277
      1.3149990 ,      -1.9757365 ,      -1.7958251
      1.3249990 ,      -2.0351376 ,      -1.7300572
      1.3349990 ,      -2.0548554 ,      -1.6631035
      1.3449990 ,      -2.0446774 ,      -1.6051457
      1.3549990 ,      -2.0150334 ,      -1.5652294
      1.3649990 ,      -1.9761981 ,      -1.5506274
      1.3749990 ,      -1.9375623 ,      -1.5663475
      1.3849990 ,      -1.9070184 ,      -1.6148154
      1.3949990 ,      -1.8904993 ,      -1.6957510
      1.4049990 ,      -1.8916957 ,      -1.8062444
      1.4149990 ,      -1.9119624 ,      -1.9410201
      1.4249990 ,      -1.9504130 ,      -2.0928707
      1.4349990 ,      -2.0041869 ,      -2.2532235
      1.4449990 ,      -2.0688600 ,      -2.4127996
      1.4549990 ,      -2.1389632 ,      -2.5623162
      1.4649990 ,      -2.2085629 ,      -2.6931802
      1.4749990 ,      -2.2718563 ,      -2.7981246
      1.4849990 ,      -2.3237325 ,      -2.8717399
      1.4949990 ,      -2.3602556 ,      -2.9108630
      1.5049990 ,      -2.3790304 ,      -2.9147964
      1.5149990 ,      -2.3794232 ,      -2.8853398
