r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,   -3.2535308878889833       ,   -5.8081363215319701     
   4.0000000000000001E-002  ,   -3.2635502858269518       ,   -5.7774904933893234     
   5.9999999999999998E-002  ,   -3.2795217850075646       ,   -5.7271030125688860     
   8.0000000000000002E-002  ,   -3.3003911434486186       ,   -5.6579906845642132     
  0.10000000000000001       ,   -3.3247547258179391       ,   -5.5715443427054012     
  0.12000000000000001       ,   -3.3509279043144380       ,   -5.4694970621846162     
  0.13999999999999999       ,   -3.3770276176155849       ,   -5.3538845686142800     
  0.16000000000000000       ,   -3.4010653729219289       ,   -5.2269987610749844     
  0.17999999999999999       ,   -3.4210464932301723       ,   -5.0913354333325032     
  0.19999999999999998       ,   -3.4350711115050347       ,   -4.9495374171306601     
  0.22000000000000000       ,   -3.4414323088530034       ,   -4.8043344847768541     
  0.23999999999999999       ,   -3.4387068902456748       ,   -4.6584814316820333     
  0.26000000000000001       ,   -3.4258345853025949       ,   -4.5146958106612152     
  0.28000000000000003       ,   -3.4021819411899328       ,   -4.3755968068308633     
  0.30000000000000004       ,   -3.3675878199166176       ,   -4.2436467237259361     
  0.32000000000000001       ,   -3.3223881961597117       ,   -4.1210964974224309     
  0.34000000000000002       ,   -3.2674188411746106       ,   -4.0099365664313122     
  0.36000000000000004       ,   -3.2039954356524678       ,   -3.9118543022188614     
  0.38000000000000000       ,   -3.1338716388508558       ,   -3.8281990505776471     
  0.40000000000000002       ,   -3.0591766108879774       ,   -3.7599556507819134     
  0.42000000000000004       ,   -2.9823343981447810       ,   -3.7077270914215381     
  0.44000000000000000       ,   -2.9059684088622268       ,   -3.6717267337432795     
  0.46000000000000002       ,   -2.8327948917269694       ,   -3.6517802906817938     
  0.48000000000000004       ,   -2.7655098543813978       ,   -3.6473374985976590     
  0.50000000000000000       ,   -2.7066741979233058       ,   -3.6574931655857670     
  0.52000000000000002       ,   -2.6586019818325046       ,   -3.6810170319196382     
  0.54000000000000004       ,   -2.6232566640197579       ,   -3.7163916417108562     
  0.56000000000000005       ,   -2.6021598842212397       ,   -3.7618572070609115     
  0.58000000000000007       ,   -2.5963168858601602       ,   -3.8154622534318081     
  0.59999999999999998       ,   -2.6061620201975355       ,   -3.8751186737005012     
  0.62000000000000000       ,   -2.6315269731245303       ,   -3.9386596936945253     
  0.64000000000000001       ,   -2.6716334318838082       ,   -4.0038991682833887     
  0.66000000000000003       ,   -2.7251109041223591       ,   -4.0686905875612771     
  0.68000000000000005       ,   -2.7900393564164032       ,   -4.1309841792534669     
  0.70000000000000007       ,   -2.8640152971495034       ,   -4.1888805467847154     
  0.72000000000000008       ,   -2.9442389328988821       ,   -4.2406793815764470     
  0.73999999999999999       ,   -3.0276191201573912       ,   -4.2849219307238338     
  0.76000000000000001       ,   -3.1108920537426581       ,   -4.3204260834383312     
  0.78000000000000003       ,   -3.1907490130488232       ,   -4.3463131563555866     
  0.80000000000000004       ,   -3.2639680543742857       ,   -4.3620257026114393     
  0.82000000000000006       ,   -3.3275443113194396       ,   -4.3673359350571870     
  0.84000000000000008       ,   -3.3788135566826778       ,   -4.3623446318883969     
  0.85999999999999999       ,   -3.4155638904626993       ,   -4.3474706745378837     
  0.88000000000000000       ,   -3.4361308425327293       ,   -4.3234316439283642     
  0.90000000000000002       ,   -3.4394717995259882       ,   -4.2912161631675891     
  0.92000000000000004       ,   -3.4252164595086727       ,   -4.2520489139605457     
  0.94000000000000006       ,   -3.3936909539312663       ,   -4.2073494625801064     
  0.96000000000000008       ,   -3.3459143169617906       ,   -4.1586862023443594     
  0.97999999999999998       ,   -3.2835670859481474       ,   -4.1077268476217688     
   1.0000000000000000       ,   -3.2089329389606349       ,   -4.0561869953235679     
   1.0200000000000000       ,   -3.1248153706625996       ,   -4.0057783011948827     
   1.0400000000000000       ,   -3.0344324315398556       ,   -3.9581577992755799     
   1.0600000000000001       ,   -2.9412934658602281       ,   -3.9148798247544403     
   1.0800000000000001       ,   -2.8490625431051915       ,   -3.8773518859383325     
   1.1000000000000001       ,   -2.7614138544307147       ,   -3.8467956747130634     
   1.1200000000000001       ,   -2.6818847156340380       ,   -3.8242142127052201     
   1.1400000000000001       ,   -2.6137319650447863       ,   -3.8103659096594038     
   1.1600000000000001       ,   -2.5597974615747163       ,   -3.8057460696216996     
