 -0.931977749      0.999976158       1.00000000     -0.931999981    
           8        2451          58        2501
  0.564999998      0.574999988      0.574999750      0.584999740      0.574999750      0.574999988    
   2.38418579E-07   9.99987125E-03 -0.932609975      0.121998906    
  -2.22060899E-05   2.38418816E-05   2.38418816E-05  -2.22060899E-05
           8        2451          59        2501
  0.574999988      0.585000038      0.574999750      0.584999740      0.574999988      0.584999740    
   9.99975204E-03   4.99987602E-03 -0.931389987       7.59957656E-02
 -0.930987835      0.999976158       1.00000000     -0.931010067    
           9        2451          59        2501
  0.574999988      0.585000038      0.584999740      0.594999731      0.584999740      0.585000038    
   2.98023224E-07   9.99993086E-03 -0.931389987       7.59957656E-02
  -2.77349627E-05   2.98023515E-05   2.98023515E-05  -2.77349627E-05
           9        2451          60        2501
  0.585000038      0.595000029      0.584999740      0.594999731      0.585000038      0.594999731    
   9.99969244E-03   4.99987602E-03 -0.930630028       5.30003421E-02
 -0.930337310      0.999970198       1.00000000     -0.930365026    
          10        2451          60        2501
  0.585000038      0.595000029      0.594999731      0.604999721      0.594999731      0.595000029    
   2.98023224E-07   9.99987125E-03 -0.930630028       5.30003421E-02
  -2.77191684E-05   2.98023515E-05   2.98023515E-05  -2.77191684E-05
          10        2451          61        2501
  0.595000029      0.605000019      0.594999731      0.604999721      0.595000029      0.604999721    
   9.99969244E-03   4.99987602E-03 -0.930100024       5.00023849E-02
 -0.929822326      0.999970198       1.00000000     -0.929850042    
          11        2451          61        2501
  0.595000029      0.605000019      0.604999721      0.614999712      0.604999721      0.605000019    
   2.98023224E-07   9.99987125E-03 -0.930100024       5.00023849E-02
  -2.77042654E-05   2.98023515E-05   2.98023515E-05  -2.77042654E-05
          11        2451          62        2501
  0.605000019      0.615000010      0.604999721      0.614999712      0.605000019      0.614999712    
   9.99969244E-03   4.99987602E-03 -0.929600000       4.40001898E-02
 -0.929352283      0.999970198       1.00000000     -0.929380000    
          12        2451          62        2501
  0.605000019      0.615000010      0.614999712      0.624999702      0.614999712      0.615000010    
   2.98023224E-07   9.99987125E-03 -0.929600000       4.40001898E-02
  -2.76911524E-05   2.98023515E-05   2.98023515E-05  -2.76911524E-05
          12        2451          63        2501
  0.615000010      0.625000000      0.614999712      0.624999702      0.615000010      0.624999702    
   9.99969244E-03   4.99987602E-03 -0.929159999       3.89993563E-02
 -0.928937376      0.999970198       1.00000000     -0.928965092    
          13        2451          63        2501
  0.615000010      0.625000000      0.624999702      0.634999692      0.624999702      0.625000000    
   2.98023224E-07   9.99987125E-03 -0.929159999       3.89993563E-02
  -2.76795308E-05   2.98023515E-05   2.98023515E-05  -2.76795308E-05
          13        2451          64        2501
  0.625000000      0.634999990      0.624999702      0.634999692      0.625000000      0.634999692    
   9.99969244E-03   4.99987602E-03 -0.928770006       3.39985229E-02
 -0.928572357      0.999970198       1.00000000     -0.928600013    
          14        2451          64        2501
  0.625000000      0.634999990      0.634999692      0.644999683      0.634999692      0.634999990    
   2.98023224E-07   9.99987125E-03 -0.928770006       3.39985229E-02
  -2.76693972E-05   2.98023515E-05   2.98023515E-05  -2.76693972E-05
          14        2451          65        2501
  0.634999990      0.644999981      0.634999692      0.644999683      0.634999990      0.644999683    
   9.99969244E-03   4.99987602E-03 -0.928430021       2.80022882E-02
 -0.928262353      0.999970198       1.00000000     -0.928290009    
          15        2451          65        2501
  0.634999990      0.644999981      0.644999683      0.654999673      0.644999683      0.644999981    
   2.98023224E-07   9.99987125E-03 -0.928430021       2.80022882E-02
  -2.76610517E-05   2.98023515E-05   2.98023515E-05  -2.76610517E-05
          15        2451          66        2501
  0.644999981      0.654999971      0.644999683      0.654999673      0.644999981      0.654999673    
   9.99969244E-03   4.99987602E-03 -0.928149998       2.59995703E-02
 -0.927992344      0.999970198       1.00000000     -0.928020000    
          16        2451          66        2501
  0.644999981      0.654999971      0.654999673      0.664999664      0.654999673      0.654999971    
   2.98023224E-07   9.99987125E-03 -0.928149998       2.59995703E-02
  -2.76533046E-05   2.98023515E-05   2.98023515E-05  -2.76533046E-05
          16        2451          67        2501
  0.654999971      0.664999962      0.654999673      0.664999664      0.654999971      0.664999664    
   9.99969244E-03   4.99987602E-03 -0.927890003       2.70008501E-02
 -0.927727342      0.999970198       1.00000000     -0.927754998    
          17        2451          67        2501
  0.654999971      0.664999962      0.664999664      0.674999654      0.664999664      0.664999962    
   2.98023224E-07   9.99987125E-03 -0.927890003       2.70008501E-02
  -2.76452574E-05   2.98023515E-05   2.98023515E-05  -2.76452574E-05
          17        2451          68        2501
  0.664999962      0.675000012      0.664999664      0.674999654      0.664999962      0.674999654    
   9.99969244E-03   4.99987602E-03 -0.927619994       2.70008501E-02
 -0.927457333      0.999970198       1.00000000     -0.927484989    
          18        2451          68        2501
  0.664999962      0.675000012      0.674999654      0.684999645      0.674999654      0.675000012    
   3.57627869E-07   9.99987125E-03 -0.927619994       2.70008501E-02
  -3.31646515E-05   3.57628196E-05   3.57628196E-05  -3.31646515E-05
          18        2451          69        2501
  0.675000012      0.685000002      0.674999654      0.684999645      0.675000012      0.684999645    
   9.99963284E-03   4.99981642E-03 -0.927349985       2.30014548E-02
 -0.927201867      0.999964237       1.00000000     -0.927235007    
          19        2451          69        2501
  0.675000012      0.685000002      0.684999645      0.694999635      0.684999645      0.685000002    
   3.57627869E-07   9.99981165E-03 -0.927349985       2.30014548E-02
  -3.31564261E-05   3.57628196E-05   3.57628196E-05  -3.31564261E-05
          19        2451          70        2501
  0.685000002      0.694999993      0.684999645      0.694999635      0.685000002      0.694999635    
   9.99963284E-03   4.99981642E-03 -0.927119970       1.79946590E-02
 -0.926996887      0.999964237       1.00000000     -0.927030027    
          20        2451          70        2501
  0.685000002      0.694999993      0.694999635      0.704999626      0.694999635      0.694999993    
   3.57627869E-07   9.99981165E-03 -0.927119970       1.79946590E-02
  -3.31499905E-05   3.57628196E-05   3.57628196E-05  -3.31499905E-05
          20        2451          71        2501
  0.694999993      0.704999983      0.694999635      0.704999626      0.694999993      0.704999626    
   9.99963284E-03   4.99981642E-03 -0.926940024       1.70052219E-02
 -0.926821887      0.999964237       1.00000000     -0.926855028    
          21        2451          71        2501
  0.694999993      0.704999983      0.704999626      0.714999616      0.704999626      0.704999983    
   3.57627869E-07   9.99981165E-03 -0.926940024       1.70052219E-02
  -3.31439078E-05   3.57628196E-05   3.57628196E-05  -3.31439078E-05
          21        2451          72        2501
  0.704999983      0.715000033      0.704999626      0.714999616      0.704999983      0.714999616    
   9.99963284E-03   4.99981642E-03 -0.926769972       1.59978550E-02
 -0.926656842      0.999964237       1.00000000     -0.926689982    
          22        2451          72        2501
  0.704999983      0.715000033      0.714999616      0.724999607      0.714999616      0.715000033    
   4.17232513E-07   9.99981165E-03 -0.926769972       1.59978550E-02
  -3.86612192E-05   4.17232914E-05   4.17232914E-05  -3.86612192E-05
          22        2451          73        2501
  0.715000033      0.725000024      0.714999616      0.724999607      0.715000033      0.724999607    
   9.99957323E-03   4.99975681E-03 -0.926609993       1.40011031E-02
 -0.926501334      0.999958277       1.00000000     -0.926540017    
          23        2451          73        2501
  0.715000033      0.725000024      0.724999607      0.734999597      0.724999607      0.725000024    
   4.17232513E-07   9.99975204E-03 -0.926609993       1.40011031E-02
  -3.86553766E-05   4.17232914E-05   4.17232914E-05  -3.86553766E-05
          23        2451          74        2501
  0.725000024      0.735000014      0.724999607      0.734999597      0.725000024      0.734999597    
   9.99957323E-03   4.99975681E-03 -0.926469982       1.59979016E-02
 -0.926351368      0.999958277       1.00000000     -0.926390052    
          24        2451          74        2501
  0.725000024      0.735000014      0.734999597      0.744999588      0.734999597      0.735000014    
   4.17232513E-07   9.99975204E-03 -0.926469982       1.59979016E-02
  -3.86487009E-05   4.17232914E-05   4.17232914E-05  -3.86487009E-05
          24        2451          75        2501
  0.735000014      0.745000005      0.734999597      0.744999588      0.735000014      0.744999588    
   9.99957323E-03   4.99975681E-03 -0.926310003       1.90019794E-02
 -0.926176369      0.999958277       1.00000000     -0.926214993    
          25        2451          75        2501
  0.735000014      0.745000005      0.744999588      0.754999578      0.744999588      0.745000005    
   4.17232513E-07   9.99975204E-03 -0.926310003       1.90019794E-02
  -3.86407737E-05   4.17232914E-05   4.17232914E-05  -3.86407737E-05
          25        2451          76        2501
  0.745000005      0.754999995      0.744999588      0.754999578      0.745000005      0.754999578    
   9.99957323E-03   4.99975681E-03 -0.926119983       2.20000949E-02
 -0.925971389      0.999958277       1.00000000     -0.926010013    
          26        2451          76        2501
  0.745000005      0.754999995      0.754999578      0.764999568      0.754999578      0.754999995    
   4.17232513E-07   9.99975204E-03 -0.926119983       2.20000949E-02
  -3.86315951E-05   4.17232914E-05   4.17232914E-05  -3.86315951E-05
          26        2451          77        2501
  0.754999995      0.764999986      0.754999578      0.764999568      0.754999995      0.764999568    
   9.99957323E-03   4.99975681E-03 -0.925899982       3.39985229E-02
 -0.925691366      0.999958277       1.00000000     -0.925729990    
          27        2451          77        2501
  0.754999995      0.764999986      0.764999568      0.774999559      0.764999568      0.764999986    
   4.17232513E-07   9.99975204E-03 -0.925899982       3.39985229E-02
  -3.86174106E-05   4.17232914E-05   4.17232914E-05  -3.86174106E-05
          27        2451          78        2501
  0.764999986      0.774999976      0.764999568      0.774999559      0.764999986      0.774999559    
   9.99957323E-03   4.99975681E-03 -0.925559998       3.89993563E-02
 -0.925326407      0.999958277       1.00000000     -0.925365031    
          28        2451          78        2501
  0.764999986      0.774999976      0.774999559      0.784999549      0.774999559      0.774999976    
   4.17232513E-07   9.99975204E-03 -0.925559998       3.89993563E-02
  -3.86011379E-05   4.17232914E-05   4.17232914E-05  -3.86011379E-05
          28        2451          79        2501
  0.774999976      0.784999967      0.774999559      0.784999549      0.774999976      0.784999549    
   9.99957323E-03   4.99975681E-03 -0.925170004       4.20033075E-02
 -0.924921453      0.999958277       1.00000000     -0.924960077    
          29        2451          79        2501
  0.774999976      0.784999967      0.784999549      0.794999540      0.784999549      0.784999967    
   4.17232513E-07   9.99975204E-03 -0.925170004       4.20033075E-02
  -3.85836138E-05   4.17232914E-05   4.17232914E-05  -3.85836138E-05
          29        2451          80        2501
  0.784999967      0.795000017      0.784999549      0.794999540      0.784999967      0.794999540    
   9.99957323E-03   4.99975681E-03 -0.924749970       4.09959927E-02
 -0.924506426      0.999958277       1.00000000     -0.924544990    
          30        2451          80        2501
  0.784999967      0.795000017      0.794999540      0.804999530      0.794999540      0.795000017    
   4.76837158E-07   9.99981165E-03 -0.924749970       4.09959927E-02
  -4.40760086E-05   4.76837631E-05   4.76837631E-05  -4.40760086E-05
          30        2451          81        2501
  0.795000017      0.805000007      0.794999540      0.804999530      0.795000017      0.804999530    
   9.99951363E-03   4.99975681E-03 -0.924340010       3.70025970E-02
 -0.924110949      0.999952316       1.00000000     -0.924154997    
          31        2451          81        2501
  0.795000017      0.805000007      0.804999530      0.814999521      0.804999530      0.805000007    
   4.76837158E-07   9.99975204E-03 -0.924340010       3.70025970E-02
  -4.40583644E-05   4.76837631E-05   4.76837631E-05  -4.40583644E-05
          31        2451          82        2501
  0.805000007      0.814999998      0.804999530      0.814999521      0.805000007      0.814999521    
   9.99951363E-03   4.99975681E-03 -0.923969984       3.49998809E-02
 -0.923750937      0.999952316       1.00000000     -0.923794985    
          32        2451          82        2501
  0.805000007      0.814999998      0.814999521      0.824999511      0.814999521      0.814999998    
   4.76837158E-07   9.99975204E-03 -0.923969984       3.49998809E-02
  -4.40416770E-05   4.76837631E-05   4.76837631E-05  -4.40416770E-05
          32        2451          83        2501
  0.814999998      0.824999988      0.814999521      0.824999511      0.814999998      0.824999511    
   9.99951363E-03   4.99975681E-03 -0.923619986       3.60012390E-02
 -0.923395932      0.999952316       1.00000000     -0.923439980    
          33        2451          83        2501
  0.814999998      0.824999988      0.824999511      0.834999502      0.824999511      0.824999988    
   4.76837158E-07   9.99975204E-03 -0.923619986       3.60012390E-02
  -4.40245094E-05   4.76837631E-05   4.76837631E-05  -4.40245094E-05
          33        2451          84        2501
  0.824999988      0.835000038      0.824999511      0.834999502      0.824999988      0.834999502    
   9.99951363E-03   4.99975681E-03 -0.923259974       4.49954569E-02
 -0.922991037      0.999952316       1.00000000     -0.923035085    
          34        2451          84        2501
  0.824999988      0.835000038      0.834999502      0.844999492      0.834999502      0.835000038    
   5.36441803E-07   9.99981165E-03 -0.923259974       4.49954569E-02
  -4.95034328E-05   5.36442312E-05   5.36442312E-05  -4.95034328E-05
          34        2451          85        2501
  0.835000038      0.845000029      0.834999502      0.844999492      0.835000038      0.844999492    
   9.99945402E-03   4.99975681E-03 -0.922810018       4.90008779E-02
 -0.922515571      0.999946356       1.00000000     -0.922565103    
          35        2451          85        2501
  0.835000038      0.845000029      0.844999492      0.854999483      0.844999492      0.845000029    
   5.36441803E-07   9.99975204E-03 -0.922810018       4.90008779E-02
  -4.94771484E-05   5.36442312E-05   5.36442312E-05  -4.94771484E-05
          35        2451          86        2501
  0.845000029      0.855000019      0.844999492      0.854999483      0.845000029      0.854999483    
   9.99945402E-03   4.99975681E-03 -0.922320008       5.30005023E-02
 -0.922005534      0.999946356       1.00000000     -0.922055006    
          36        2451          86        2501
  0.845000029      0.855000019      0.854999483      0.864999473      0.854999483      0.855000019    
   5.36441803E-07   9.99975204E-03 -0.922320008       5.30005023E-02
  -4.94487176E-05   5.36442312E-05   5.36442312E-05  -4.94487176E-05
          36        2451          87        2501
  0.855000019      0.865000010      0.854999483      0.864999473      0.855000019      0.864999473    
   9.99945402E-03   4.99975681E-03 -0.921790004       5.40018603E-02
 -0.921470582      0.999946356       1.00000000     -0.921520054    
          37        2451          87        2501
  0.855000019      0.865000010      0.864999473      0.874999464      0.864999473      0.865000010    
   5.36441803E-07   9.99975204E-03 -0.921790004       5.40018603E-02
  -4.94197484E-05   5.36442312E-05   5.36442312E-05  -4.94197484E-05
          37        2451          88        2501
  0.865000010      0.875000000      0.864999473      0.874999464      0.865000010      0.874999464    
   9.99945402E-03   4.99975681E-03 -0.921249986       5.30005023E-02
 -0.920935571      0.999946356       1.00000000     -0.920984983    
          38        2451          88        2501
  0.865000010      0.875000000      0.874999464      0.884999454      0.874999464      0.875000000    
   5.36441803E-07   9.99975204E-03 -0.921249986       5.30005023E-02
  -4.93913140E-05   5.36442312E-05   5.36442312E-05  -4.93913140E-05
          38        2451          89        2501
  0.875000000      0.884999990      0.874999464      0.884999454      0.875000000      0.884999454    
   9.99945402E-03   4.99975681E-03 -0.920719981       6.60002828E-02
 -0.920340657      0.999946356       1.00000000     -0.920390069    
          39        2451          89        2501
  0.875000000      0.884999990      0.884999454      0.894999444      0.884999454      0.884999990    
   5.36441803E-07   9.99975204E-03 -0.920719981       6.60002828E-02
  -4.93559091E-05   5.36442312E-05   5.36442312E-05  -4.93559091E-05
          39        2451          90        2501
  0.884999990      0.894999981      0.884999454      0.894999444      0.884999990      0.894999444    
   9.99945402E-03   4.99975681E-03 -0.920059979       7.29978755E-02
 -0.919645667      0.999946356       1.00000000     -0.919695020    
          40        2451          90        2501
  0.884999990      0.894999981      0.894999444      0.904999435      0.894999444      0.894999981    
   5.36441803E-07   9.99975204E-03 -0.920059979       7.29978755E-02
  -4.93167499E-05   5.36442312E-05   5.36442312E-05  -4.93167499E-05
          40        2451          91        2501
  0.894999981      0.904999971      0.894999444      0.904999435      0.894999981      0.904999435    
   9.99945402E-03   4.99975681E-03 -0.919330001       7.50005990E-02
 -0.918905735      0.999946356       1.00000000     -0.918955028    
          41        2451          91        2501
  0.894999981      0.904999971      0.904999435      0.914999425      0.904999435      0.904999971    
   5.36441803E-07   9.99975204E-03 -0.919330001       7.50005990E-02
  -4.92765175E-05   5.36442312E-05   5.36442312E-05  -4.92765175E-05
          41        2451          92        2501
  0.904999971      0.914999962      0.904999435      0.914999425      0.904999971      0.914999425    
   9.99945402E-03   4.99975681E-03 -0.918579996       6.60000890E-02
 -0.918200791      0.999946356       1.00000000     -0.918250084    
          42        2451          92        2501
  0.904999971      0.914999962      0.914999425      0.924999416      0.914999425      0.914999962    
   5.36441803E-07   9.99975204E-03 -0.918579996       6.60000890E-02
  -4.92411127E-05   5.36442312E-05   5.36442312E-05  -4.92411127E-05
          42        2451          93        2501
  0.914999962      0.925000012      0.914999425      0.924999416      0.914999962      0.924999416    
   9.99945402E-03   4.99975681E-03 -0.917919993       6.99995533E-02
 -0.917520761      0.999946356       1.00000000     -0.917569995    
          43        2451          93        2501
  0.914999962      0.925000012      0.924999416      0.934999406      0.924999416      0.925000012    
   5.96046448E-07   9.99975204E-03 -0.917919993       6.99995533E-02
  -5.46706251E-05   5.96047030E-05   5.96047030E-05  -5.46706251E-05
          43        2451          94        2501
  0.925000012      0.935000002      0.924999416      0.934999406      0.925000012      0.934999406    
   9.99939442E-03   4.99969721E-03 -0.917219996       7.79987127E-02
 -0.916775346      0.999940395       1.00000000     -0.916830003    
          44        2451          94        2501
  0.925000012      0.935000002      0.934999406      0.944999397      0.934999406      0.935000002    
   5.96046448E-07   9.99969244E-03 -0.917219996       7.79987127E-02
  -5.46241354E-05   5.96047030E-05   5.96047030E-05  -5.46241354E-05
          44        2451          95        2501
  0.935000002      0.944999993      0.934999406      0.944999397      0.935000002      0.944999397    
   9.99939442E-03   4.99969721E-03 -0.916440010       8.69990215E-02
 -0.915950418      0.999940395       1.00000000     -0.916005015    
          45        2451          95        2501
  0.935000002      0.944999993      0.944999397      0.954999387      0.944999397      0.944999993    
   5.96046448E-07   9.99969244E-03 -0.916440010       8.69990215E-02
  -5.45722796E-05   5.96047030E-05   5.96047030E-05  -5.45722796E-05
          45        2451          96        2501
  0.944999993      0.954999983      0.944999397      0.954999387      0.944999993      0.954999387    
   9.99939442E-03   4.99969721E-03 -0.915570021       9.59993303E-02
 -0.915035486      0.999940395       1.00000000     -0.915090084    
          46        2451          96        2501
  0.944999993      0.954999983      0.954999387      0.964999378      0.954999387      0.954999983    
   5.96046448E-07   9.99969244E-03 -0.915570021       9.59993303E-02
  -5.45150579E-05   5.96047030E-05   5.96047030E-05  -5.45150579E-05
          46        2451          97        2501
  0.954999983      0.965000033      0.954999387      0.964999378      0.954999983      0.964999378    
   9.99939442E-03   4.99969721E-03 -0.914610028      0.102001220    
 -0.914045572      0.999940395       1.00000000     -0.914100111    
          47        2451          97        2501
  0.954999983      0.965000033      0.964999378      0.974999368      0.964999378      0.965000033    
   6.55651093E-07   9.99969244E-03 -0.914610028      0.102001220    
  -5.98996921E-05   6.55651747E-05   6.55651747E-05  -5.98996921E-05
          47        2451          98        2501
  0.965000033      0.975000024      0.964999378      0.974999368      0.965000033      0.974999368    
   9.99933481E-03   4.99963760E-03 -0.913590014      0.116002321    
 -0.912950218      0.999934435       1.00000000     -0.913010120    
          48        2451          98        2501
  0.965000033      0.975000024      0.974999368      0.984999359      0.974999368      0.975000024    
   6.55651093E-07   9.99963284E-03 -0.913590014      0.116002321    
  -5.98236365E-05   6.55651747E-05   6.55651747E-05  -5.98236365E-05
          48        2451          99        2501
  0.975000024      0.985000014      0.974999368      0.984999359      0.975000024      0.984999359    
   9.99933481E-03   4.99963760E-03 -0.912429988      0.137001410    
 -0.911685228      0.999934435       1.00000000     -0.911745071    
          49        2451          99        2501
  0.975000024      0.985000014      0.984999359      0.994999349      0.984999359      0.985000014    
   6.55651093E-07   9.99963284E-03 -0.912429988      0.137001410    
  -5.97338112E-05   6.55651747E-05   6.55651747E-05  -5.97338112E-05
          49        2451         100        2501
  0.985000014      0.995000005      0.984999359      0.994999349      0.985000014      0.994999349    
   9.99933481E-03   4.99963760E-03 -0.911059976      0.139999524    
 -0.910300374      0.999934435       1.00000000     -0.910360098    
          50        2451         100        2501
  0.985000014      0.995000005      0.994999349       1.00499940      0.994999349      0.995000005    
   6.55651093E-07   9.99963284E-03 -0.911059976      0.139999524    
  -5.96416612E-05   6.55647818E-05   6.55647818E-05  -5.96416612E-05
          50        2451         101        2501
  0.995000005       1.00500000      0.994999349       1.00499940      0.995000005       1.00499940    
   9.99939442E-03   4.99969721E-03 -0.909659982      0.169998571    
 -0.908750415      0.999934435       1.00000000     -0.908810079    
          51        2451         101        2501
  0.995000005       1.00500000       1.00499940       1.01499939       1.00499940       1.00500000    
   5.96046448E-07   9.99963284E-03 -0.909659982      0.169998571    
  -5.41186891E-05   5.96047030E-05   5.96047030E-05  -5.41186891E-05
          51        2451         102        2501
   1.00500000       1.01499999       1.00499940       1.01499939       1.00500000       1.01499939    
   9.99939442E-03   4.99975681E-03 -0.907959998      0.205999807    
 -0.906875968      0.999940395       1.00000000     -0.906930089    
          52        2451         102        2501
   1.00500000       1.01499999       1.01499939       1.02499938       1.01499939       1.01499999    
   5.96046448E-07   9.99963284E-03 -0.907959998      0.205999807    
  -5.39959037E-05   5.96047030E-05   5.96047030E-05  -5.39959037E-05
          52        2451         103        2501
   1.01499999       1.02499998       1.01499939       1.02499938       1.01499999       1.02499938    
   9.99939442E-03   4.99975681E-03 -0.905900002      0.257998943    
 -0.904556155      0.999940395       1.00000000     -0.904610157    
          53        2451         103        2501
   1.01499999       1.02499998       1.02499938       1.03499937       1.02499938       1.02499998    
   5.96046448E-07   9.99963284E-03 -0.905900002      0.257998943    
  -5.38421300E-05   5.96047030E-05   5.96047030E-05  -5.38421300E-05
          53        2451         104        2501
   1.02499998       1.03499997       1.02499938       1.03499937       1.02499998       1.03499937    
   9.99939442E-03   4.99975681E-03 -0.903320014      0.323999226    
 -0.901646316      0.999940395       1.00000000     -0.901700139    
          54        2451         104        2501
   1.02499998       1.03499997       1.03499937       1.04499936       1.03499937       1.03499997    
   5.96046448E-07   9.99963284E-03 -0.903320014      0.323999226    
  -5.36490079E-05   5.96047030E-05   5.96047030E-05  -5.36490079E-05
          54        2451         105        2501
   1.03499997       1.04499996       1.03499937       1.04499936       1.03499997       1.04499936    
   9.99939442E-03   4.99975681E-03 -0.900080025      0.435001075    
 -0.897851586      0.999940395       1.00000000     -0.897905231    
          55        2451         105        2501
   1.03499997       1.04499996       1.04499936       1.05499935       1.04499936       1.04499996    
   5.96046448E-07   9.99963284E-03 -0.900080025      0.435001075    
  -5.33897328E-05   5.96047030E-05   5.96047030E-05  -5.33897328E-05
          55        2451         106        2501
   1.04499996       1.05499995       1.04499936       1.05499935       1.04499996       1.05499935    
   9.99939442E-03   4.99975681E-03 -0.895730019      0.608003736    
 -0.892636895      0.999940395       1.00000000     -0.892690301    
          56        2451         106        2501
   1.04499996       1.05499995       1.05499935       1.06499934       1.05499935       1.05499995    
   5.96046448E-07   9.99963284E-03 -0.895730019      0.608003736    
  -5.30273392E-05   5.96047030E-05   5.96047030E-05  -5.30273392E-05
          56        2451         107        2501
   1.05499995       1.06500006       1.05499935       1.06499934       1.05499995       1.06499934    
   9.99939442E-03   4.99975681E-03 -0.889649987      0.920994461    
 -0.884992480      0.999940395       1.00000000     -0.885045528    
          57        2451         107        2501
   1.05499995       1.06500006       1.06499934       1.07499933       1.06499934       1.06500006    
   7.15255737E-07   9.99975204E-03 -0.889649987      0.920994461    
  -6.29740534E-05   7.15256392E-05   7.15256392E-05  -6.29740534E-05
          57        2451         108        2501
   1.06500006       1.07500005       1.06499934       1.07499933       1.06500006       1.07499933    
   9.99927521E-03   4.99963760E-03 -0.880439997       1.36399186    
 -0.873558044      0.999928474       1.00000000     -0.873621047    
          58        2451         108        2501
   1.06500006       1.07500005       1.07499933       1.08499932       1.07499933       1.07500005    
   7.15255737E-07   9.99963284E-03 -0.880439997       1.36399186    
  -6.19984639E-05   7.15256392E-05   7.15256392E-05  -6.19984639E-05
          58        2451         109        2501
   1.07500005       1.08500004       1.07499933       1.08499932       1.07500005       1.08499932    
   9.99927521E-03   4.99963760E-03 -0.866800010       2.24200106    
 -0.855529606      0.999928474       1.00000000     -0.855591595    
          59        2451         109        2501
   1.07500005       1.08500004       1.08499932       1.09499931       1.08499932       1.08500004    
   7.15255737E-07   9.99963284E-03 -0.866800010       2.24200106    
  -6.03948756E-05   7.15256392E-05   7.15256392E-05  -6.03948756E-05
          59        2451         110        2501
   1.08500004       1.09500003       1.08499932       1.09499931       1.08500004       1.09499931    
   9.99927521E-03   4.99963760E-03 -0.844380021       3.68300438    
 -0.825907290      0.999928474       1.00000000     -0.825967669    
          60        2451         110        2501
   1.08500004       1.09500003       1.09499931       1.10499930       1.09499931       1.09500003    
   7.15255737E-07   9.99963284E-03 -0.844380021       3.68300438    
